Date debut;Date fin;Titre compétition;Ville;Code structure;Club organisateur;Code region;Departement;Discipline;Type;Saison;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Mail;Unnamed: 22;Unnamed: 23;Site web;Lieu;Unnamed: 26;Adresse;Spécificité;CP;Ville compétition;Long;Lat;Mandat;
24/05/2026;24/05/2026;TAE LA HAYE FOUASSIERE;LA HAYE FOUASSIERE;1244013;LA HAYE FOUASSIERE;CR12;44;Para-tir à l'arc en extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;brenot.delphine4@gmail.com;0;;http://archaye.fr;Stade du moulin des Landes;;Route de la juiverie;;44690;LA HAIE FOUASSIERE;47.163;-1.40723;;
24/05/2026;24/05/2026;CONCOURS TAE;SILLE LE GUILLAUME;1272109;SILLE LE GUILLAUME;CR12;72;Para-tir à l'arc en extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;nathaliebecu@wanadoo.fr;0;;https://les-archers-de-sille.jimdosite.com;Terrain Paul Scarron;;579 Route paul scarron;;72140;SILLE LE GUILLAUME;48.19502;-0.12139;;
24/05/2026;24/05/2026;TAE;ANGERS;1249056;ANGERS;CR12;49;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;sgta.communication@gmail.com;0;;http://www.sgta-tir-a-larc.com;Terrain extérieur;;37 Route de bouchemaine;;49000;ANGERS;47.44627;-0.57533;;
24/05/2026;24/05/2026;TAE;LA HAYE FOUASSIERE;1244013;LA HAYE FOUASSIERE;CR12;44;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;brenot.delphine4@gmail.com;0;;http://archaye.fr;Stade du moulin des Landes;;Route de la juiverie;;44690;LA HAIE FOUASSIERE;47.163;-1.40723;;
24/05/2026;24/05/2026;TAE;SILLE LE GUILLAUME;1272109;SILLE LE GUILLAUME;CR12;72;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;nathaliebecu@wanadoo.fr;0;;https://les-archers-de-sille.jimdosite.com;Terrain Paul Scarron;;579 Route paul scarron;;72140;SILLE LE GUILLAUME;48.19502;-0.12139;;
30/05/2026;30/05/2026;SPECIAL JEUNES EXTERIEUR;CHÂTEAU GONTIER;1253085;CHATEAU GONTIER;CR12;53;Jeunes;individuel;2026;;;;RENCONTRE JEUNES;;;;;;;chateaugontier.tiralarc@gmail.com;0;;https://tiralarcchg.sportregion.fr;Terrain Extérieur;;Rue bois plaidé;;53200;CHATEAU GONTIER;47.8228;-0.69844;https://extranet.ffta.fr/medias/documents_epreuves/10e9de63dcada1.pdf;
30/05/2026;31/05/2026;T.A.E.;ECOMMOY;1272096;ECOMMOY;CR12;72;Para-tir à l'arc en extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;archersecommoy@gmail.com;0;;archersecommoy@gmail.com;city stade ecommoy;;Chemin de l'abreuvoir;;72220;ECOMMOY;47.82572;0.27807;https://extranet.ffta.fr/medias/documents_epreuves/10e7445bdc58e.pdf;
30/05/2026;30/05/2026;TRJ;MONTAIGU;CR12;CR  PAYS DE LA LOIRE;CR12;85;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;O;;;secretariat@arc-paysdelaloire.fr;0;;https://www.arc-paysdelaloire.fr;POLE SPORTIF LEONARD DE VINCI;;Rue fromenteau;;85600;LA GUYONNIERE;46.97009;-1.29755;https://extranet.ffta.fr/medias/documents_epreuves/10e7445bdc58e.pdf;
30/05/2026;31/05/2026;TAE;ECOMMOY;1272096;ECOMMOY;CR12;72;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;archersecommoy@gmail.com;0;;archersecommoy@gmail.com;city stade ecommoy;;Chemin de l'abreuvoir;;72220;ECOMMOY;47.82572;0.27807;https://extranet.ffta.fr/medias/documents_epreuves/10e7445bdc58e.pdf;
31/05/2026;31/05/2026;TAE EXTERIEUR;CHÂTEAU GONTIER;1253085;CHATEAU GONTIER;CR12;53;Para-tir à l'arc en extérieur;individuel;2026;;;;;;;;N;;;chateaugontier.tiralarc@gmail.com;0;;https://tiralarcchg.sportregion.fr;Terrain extérieur;;Rue le bois plaidé;;53200;CHATEAU GONTIER;47.82243;-0.69823;https://extranet.ffta.fr/medias/documents_epreuves/10e9de75f0c692.pdf;
31/05/2026;31/05/2026;TAE;CHÂTEAU GONTIER;1253085;CHATEAU GONTIER;CR12;53;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;chateaugontier.tiralarc@gmail.com;0;;https://tiralarcchg.sportregion.fr;Terrain extérieur;;Rue le bois plaidé;;53200;CHATEAU GONTIER;47.82243;-0.69823;https://extranet.ffta.fr/medias/documents_epreuves/10e93fc223420d.pdf;
31/05/2026;31/05/2026;TAE;LA FLECHE;1272098;LA FLECHE;CR12;72;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;ciearclafeche@gmail.com;0;;https://ciearclafleche.com/;STADE BOUCHEVREAU;;10 Rue des eturcies;;72200;LA FLECHE;47.70781;-0.09135;https://extranet.ffta.fr/medias/documents_epreuves/10e5e28818b5.pdf;
31/05/2026;31/05/2026;PARCOUR NATURE;BESSAY;1285130;LES MAGNILS REIGNIERS;CR12;85;Tir Nature;individuel;2026;85000;;D;21 CIBLES;;;;;;;archersdelachouannerie@outlook.fr;0;;http://les-archers-de-la-chouannerie.clubeo.com;Moulin Braud;;1 Chemin moulin braud;Braud;85320;BESSAY;46.54288;-1.1872;https://extranet.ffta.fr/medias/documents_epreuves/10e93fc223420d.pdf;
03/06/2026;03/06/2026;TAE;PORNIC;1244046;PORNIC;CR12;44;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;archers.pornicais@yahoo.fr;0;;http://www.archers-pornic.org/;JULES FERRY;;Rue jules ferry;;44210;PORNIC;47.121392398844236;-2.0936439444305015;https://extranet.ffta.fr/medias/documents_epreuves/10e89e43cac213.pdf;
06/06/2026;06/06/2026;FINALE CHAIRMARTIN TAE 18M;CANDÉ;1249047;CANDE;CR12;49;Loisirs;individuel;2026;;;;Débutants;;;;;;;archersdusocande@gmail.com;0;;https://archers-du-so-cande.jimdo.com/;Stade Guy Langevin;;Route de freigne;;49440;CANDE;47.55436;-1.0533;;
06/06/2026;06/06/2026;CHALLENGE EXTÉRIEUR;MAINE;1272108;LE MANS MAINE;CR12;72;Loisirs;individuel;2026;;;;Autre;;;;;;;contacts@arcdumaine.fr;0;;http://www.arcdumaine.fr;;;;;;;48.0200703564823;0.23222193898179136;;
06/06/2026;07/06/2026;CONCOURS TAE;MONTAIGU VENDEE;1285121;MONTAIGU;CR12;85;Para-tir à l'arc en extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;archersdeladigue.inscription@gmail.com;0;;http://archersdeladigue.fr/;POLE SPORTIF LEONARD DE VINCI;;Rue fromenteau;;85600;LA GUYONNIERE;46.97009;-1.29755;https://extranet.ffta.fr/medias/documents_epreuves/10e93643b2aa18.pdf;
06/06/2026;07/06/2026;3D DONGES;SAVENAY;1244010;DONGES;CR12;44;Tir 3D;individuel;2026;;;;1 X 24 CIBLES;;;;N;;;launaythierry1961@gmail.com;0;;http://www.flechesdongeoises.com;La Vallée Mabille;;Route du lac;;44260;SAVENAY;47.35732;-1.92075;;
06/06/2026;07/06/2026;TAE;MONTAIGU VENDEE;1285121;MONTAIGU;CR12;85;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;archersdeladigue.inscription@gmail.com;0;;http://archersdeladigue.fr/;POLE SPORTIF LEONARD DE VINCI;;Rue fromenteau;;85600;LA GUYONNIERE;46.97009;-1.29755;https://extranet.ffta.fr/medias/documents_epreuves/10e93643b2aa18.pdf;
07/06/2026;07/06/2026;TIR EXTERIEUR;LE LUART;1272095;LE LUART;CR12;72;Para-tir à l'arc en extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;annemarieaa72@gmail.com;0;;http://usl-le-luart.fr.gd;terrain de foot;;Rue des bains;;72390;LE LUART;48.07303;0.59185;;
07/06/2026;07/06/2026;TAE DEPARTEMENTAL;MESLAY DU MAINE;1253072;MESLAY DU MAINE;CR12;53;Para-tir à l'arc en extérieur;individuel;2026;53000;;D;;;;;;;;;0;;;;;;;;;47.95601089013115;-0.5625394808031093;https://extranet.ffta.fr/medias/documents_epreuves/10dda1812b8a2e.pdf;
07/06/2026;07/06/2026;3D MAZE;CORNILLÉ-LES-CAVES;1249049;MAZE;CR12;49;Tir 3D;individuel;2026;;;;1 X 24 CIBLES;;;;N;;;ava.maze49@gmail.com;0;;http://www.ava-maze.com;BOis;;Route de la touche;;49140;CORNILLE LES CAVES;47.50602;-0.29067;;
07/06/2026;07/06/2026;TAE;LE LUART;1272095;LE LUART;CR12;72;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;annemarieaa72@gmail.com;0;;http://usl-le-luart.fr.gd;terrain de foot;;Rue des bains;;72390;LE LUART;48.07303;0.59185;;
07/06/2026;07/06/2026;TAE DEPARTEMENTAL;MESLAY DU MAINE;1253072;MESLAY DU MAINE;CR12;53;Tir à l'Arc Extérieur;individuel;2026;53000;;D;;20m,30m,40m,50m,60m,70m;;;N;;;ciestgeorgesmeslay@gmail.com;0;;;STADE DE L'HOMMEAU;;90 Rue de laval;;53170;MESLAY DU MAINE;47.9559;-0.56231;;
07/06/2026;07/06/2026;DIVISION NATIONALE 2 MANCHE 2 GROUPE 4;NANTES;1244044;NANTES;CR12;44;Tir à l'Arc Extérieur;individuel;2026;;;;;70m;;;N;;;secretariat.archersnantais@gmail.com;0;;https://archers-nantais.org;;;;;;;47.28217140056142;-1.4879860130680727;;
13/06/2026;14/06/2026;TAE LES SABLES;LES SABLES D OLONNE;1285132;LES SABLES D'OLONNE;CR12;85;Para-tir à l'arc en extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;archers.sablais@gmail.com;0;;http://arc-sablais.sportsregions.fr/;terrain de rugby Pierre Escalier;;Rue de la belle olonnaise;;85100;LES SABLES D OLONNE;46.52292;-1.76739;https://extranet.ffta.fr/medias/documents_epreuves/10e89e41e4acbf.pdf;
13/06/2026;13/06/2026;TAE;MURS ERIGNE;1249058;MURS ERIGNE;CR12;49;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;peltiermichael3@gmail.com;0;;https://archersaubance.wixsite.com/website;Stade des Varennes;;Chemin des varennes;;49610;MURS ERIGNE;47.40084;-0.55456;https://extranet.ffta.fr/medias/documents_epreuves/10e89e41e4acbf.pdf;
13/06/2026;13/06/2026;TAE;PORNIC;1244046;PORNIC;CR12;44;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;archers.pornicais@yahoo.fr;0;;http://www.archers-pornic.org/;JULES FERRY;;Rue jules ferry;;44210;PORNIC;47.121392398844236;-2.0936439444305015;https://extranet.ffta.fr/medias/documents_epreuves/10e89e41e4acbf.pdf;
14/06/2026;14/06/2026;CONCOURS 3D JUIN;BOULOIRE;1272093;BOULOIRE;CR12;72;Tir 3D;individuel;2026;72000;;D;1 X 24 CIBLES;;;;N;;;archersduboisdesvallees@gmail.com;0;;;La Brousse;;Chemin pouvardière à la courbe;;72440;BOULOIRE;47.96444;0.5756;;
14/06/2026;14/06/2026;TAE;LE GENEST ST ISLE;1253081;LE GENEST ST ISLE;CR12;53;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;lesarchersgenestois@gmail.com;0;;;salle des fêtes;;Rue des sports;;53940;LE GENEST ST ISLE;48.09485;-0.89105;https://extranet.ffta.fr/medias/documents_epreuves/10e93fc33943f4.pdf;
14/06/2026;14/06/2026;3 EME MANCHE DRE;MURS ERIGNE;1249058;MURS ERIGNE;CR12;49;Tir à l'Arc Extérieur;individuel;2026;;;;;50m,70m;;;O;;;peltiermichael3@gmail.com;0;;https://archersaubance.wixsite.com/website;Stade des Varennes;;Chemin des varennes;;49610;MURS ERIGNE;47.40107;-0.55432;;
14/06/2026;14/06/2026;TAE;SAINT MACAIRE EN MAUGES;1249059;ST MACAIRE EN MAUGES;CR12;49;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;loulle49@orange.fr;0;;https://sites.google.com/view/la-fleche-macairoise/accueil;Stade Georges Raymond;;32 Rue georges raymond;;49450;ST MACAIRE EN MAUGES;47.12671;-0.99871;;
20/06/2026;20/06/2026;CHAMPIONNAT DEPARTEMENTAL TAE;DAUMERAY;1249068;DAUMERAY;CR12;49;Para-tir à l'arc en extérieur;individuel;2026;0;;D;;20m,30m,50m;;;N;;;jpld.dupuis@orange.fr;0;;http://www.daumeray-archerie.com;Terrain d'arc Aldo Puitti;;Rue de la liberté;;49640;DAUMERAY;47.69992;-0.35601;https://extranet.ffta.fr/medias/documents_epreuves/10e7552e4e1df.pdf;
20/06/2026;20/06/2026;CHAMPIONNAT DEPARTEMENTAL TAE-N;CHALLANS;1285134;CHALLANS;CR12;85;Tir à l'Arc Extérieur;individuel;2026;0;;D;;20m,30m,40m,50m,60m,70m;;;N;;;maurice.brebant@icloud.com;0;;;X;;Rue de la cailletiere;Stade de la cailletiere;85300;CHALLANS;46.85531;-1.86831;;
20/06/2026;20/06/2026;CHAMPIONNAT DEPARTEMENTAL TAE;DAUMERAY;1249068;DAUMERAY;CR12;49;Tir à l'Arc Extérieur;individuel;2026;0;;D;;20m,30m,50m;;;N;;;jpld.dupuis@orange.fr;0;;http://www.daumeray-archerie.com;Terrain d'arc Aldo Puitti;;Rue de la liberté;;49640;DAUMERAY;47.69992;-0.35601;;
21/06/2026;21/06/2026;CHAMPIONNAT DÉPARTEMENTAL TAEI;DAUMERAY;1249068;DAUMERAY;CR12;49;Para-tir à l'arc en extérieur;individuel;2026;0;;D;;20m,30m,40m,50m,60m,70m;;;O;;;jpld.dupuis@orange.fr;0;;http://www.daumeray-archerie.com;Terrain d'Arc Aldo Puitti;;Rue de la liberté;;49640;DAUMERAY;47.69992;-0.35601;https://extranet.ffta.fr/medias/documents_epreuves/10e50c222dae63.pdf;
21/06/2026;21/06/2026;CHAMPIONNAT DEPARTEMENTAL TAE-I;CHALLANS;1285134;CHALLANS;CR12;85;Tir à l'Arc Extérieur;individuel;2026;0;;D;;20m,30m,40m,50m,60m,70m;;;O;;;maurice.brebant@icloud.com;0;;;.;;Rue de la cailletiere;Stade de la cailletiere;85300;CHALLANS;46.85531;-1.86831;;
21/06/2026;21/06/2026;CHAMPIONNAT DÉPARTEMENTAL TAEI;DAUMERAY;1249068;DAUMERAY;CR12;49;Tir à l'Arc Extérieur;individuel;2026;0;;D;;20m,30m,40m,50m,60m,70m;;;O;;;jpld.dupuis@orange.fr;0;;http://www.daumeray-archerie.com;Terrain d'Arc Aldo Puitti;;Rue de la liberté;;49640;DAUMERAY;47.69992;-0.35601;;
24/06/2026;24/06/2026;TAE JEUNES;LA CHAPELLE SUR ERDRE;CR12;CR  PAYS DE LA LOIRE;CR12;44;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;secretariat@arc-paysdelaloire.fr;0;;https://www.arc-paysdelaloire.fr;CREPS;;5 Avenue de la babiniere;;44240;LA CHAPELLE SUR ERDRE;47.264025903242874;-1.5457641466671348;;
04/07/2026;05/07/2026;CLISSON-TAE 2026-;CLISSON;1244004;CLISSON;CR12;44;Para-tir à l'arc en extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;ber_naud@orange.fr;0;;;Complexe Sportif du Val de Moine;;Rue pierre de coubertin;;44;CLISSON;47.09459;-1.27153;;
04/07/2026;05/07/2026;TAE;CLISSON;1244004;CLISSON;CR12;44;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;ber_naud@orange.fr;0;;;Complexe Sportif du Val de Moine;;Rue pierre de coubertin;;44;CLISSON;47.09459;-1.27153;;
05/07/2026;05/07/2026;TAE LE MANS MAINE;LE MANS;1272108;LE MANS MAINE;CR12;72;Para-tir à l'arc en extérieur;individuel;2026;72000;;D;;20m,30m,40m,50m,60m,70m;;;N;;;contacts@arcdumaine.fr;0;;http://www.arcdumaine.fr;Terrain du Villaret;;Chemin du villaret;;72000;LE MANS;48.0198;0.23196;;
05/07/2026;05/07/2026;TAE;LE MANS;1272108;LE MANS MAINE;CR12;72;Tir à l'Arc Extérieur;individuel;2026;72000;;D;;20m,30m,40m,50m,60m,70m;;;N;;;contacts@arcdumaine.fr;0;;http://www.arcdumaine.fr;Terrain du Villaret;;Chemin du villaret;;72000;LE MANS;48.0198;0.23196;;
05/07/2026;05/07/2026;TIR EN CAMPAGNE ECHOLOGIA;LOUVERNÉ;1253081;LE GENEST ST ISLE;CR12;53;Tir en Campagne;individuel;2026;;;;12 CONNUES + 12 INCONNUES;;;;N;;;lesarchersgenestois@gmail.com;0;;;Echologia;;Chemin des aumeunes;Echologia;53950;LOUVERNE;48.10649;-0.72514;;
12/07/2026;12/07/2026;3D VALLET;VALLET;1244031;VALLET;CR12;44;Tir 3D;individuel;2026;;;;1 X 24 CIBLES;;;;N;;;arcnaturevalletais2.0@gmail.com;0;;http://www.arcnaturevalletais.fr/;1;;Impasse la brangerie;La brangerie;44330;MOUZILLON;47.1379;-1.25053;;
18/07/2026;18/07/2026;3D SAUMUR;SAUMUR;1249066;SAUMUR;CR12;49;Tir 3D;individuel;2026;;;;1 X 24 CIBLES;;;;N;;;patrickmartin49@orange.fr;0;;http://ja-saumur-tiralarc.com;Bois de Terrefort;;Rue des romans;Terrefort;49400;SAUMUR;47.2535;-0.1185;;
19/07/2026;19/07/2026;3D SAUMUR;SAUMUR;1249066;SAUMUR;CR12;49;Tir 3D;individuel;2026;49000;;D;1 X 24 CIBLES;;;;N;;;patrickmartin49@orange.fr;0;;http://ja-saumur-tiralarc.com;Bois de Terrefort;;Rue des romans;Terrefort;49400;SAUMUR;47.2535;-0.1185;;
06/09/2026;06/09/2026;CHAMPIONNAT DEPARTEMENTAL BEURSAULT;LA FLECHE;1272098;LA FLECHE;CR12;72;Tir Beursault;individuel;2026;72000;;D;Beursault sélectif;;;;;;;ciearclafeche@gmail.com;0;;https://ciearclafleche.com/;Terrain rue Famille Bizot;;Rue famille bizot;;72200;LA FLECHE;47.69004;-0.07497;;
06/09/2026;06/09/2026;CAMPAGNE CANDE 06 SEPTEMBRE 2026;SEGRE;1249047;CANDE;CR12;49;Tir en Campagne;individuel;2026;;;;12 CONNUES + 12 INCONNUES;;;;N;;;archersdusocande@gmail.com;0;;https://archers-du-so-cande.jimdo.com/;CHATEAU DE LA LORIE;;Domaine la lorie;;49500;SEGRE;47.67841;-0.84967;;
13/09/2026;13/09/2026;CHAMPIONNAT REGIONAL BEURSAULT;LA FLECHE;1272098;LA FLECHE;CR12;72;Tir Beursault;individuel;2026;;CR12;R;Beursault sélectif;;;;;;;ciearclafeche@gmail.com;0;;https://ciearclafleche.com/;Terrain rue Famille Bizot;;Rue famille bizot;;72200;LA FLECHE;47.69004;-0.07497;;
13/09/2026;13/09/2026;CONCOURS NATURE;VALLET;1244031;VALLET;CR12;44;Tir Nature;individuel;2026;;;;21 CIBLES;;;;;;;arcnaturevalletais2.0@gmail.com;0;;http://www.arcnaturevalletais.fr/;1;;Impasse la brangerie;La brangerie;44330;MOUZILLON;47.13776;-1.25097;;
19/09/2026;20/09/2026;3D LA GARNACHE;LA GARNACHE;1285113;LA GARNACHE;CR12;85;Tir 3D;individuel;2026;0;;D;1 X 24 CIBLES;;;;N;;;garna.archers.85@gmail.com;0;;https://garna-archers.fr;Zone de loisirs de l'équaizière;;Rue jan et joël martel;Zone de l'équaizière;85710;LA GARNACHE;46.93641;-1.88661;;
20/09/2026;20/09/2026;TAE;FONTENAY LE COMTE;1285122;FONTENAY LE COMTE;CR12;85;Tir à l'Arc Extérieur;individuel;2026;;;;;20m,30m,40m,50m,60m,70m;;;N;;;archers.fontenay@gmail.com;0;;https://tiralarcfontenaisien.wordpress.com/;Stade municipal;;Avenue marceau;;85200;FONTENAY LE COMTE;46.4603;-0.79931;;
20/03/2026;22/03/2026;CONCOURS BEURSAULT à PONTOISE;PONTOISE;;;;;;;;;;;;;;;;;;;;;;;;;;;PONTOISE;;;https://extranet.ffta.fr/medias/documents_epreuves/10e36a73fb6ae9.pdf;
;;Détail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://extranet.ffta.fr/medias/documents_epreuves/10e134316f71a5.pdf;
21/03/2026;21/03/2026;TOURNOI POUSSINS 2026 à ST PRIEST;ST PRIEST;;;;;;;;;;;;;;;;;;;;;;;;;;;ST PRIEST;;;https://extranet.ffta.fr/medias/documents_epreuves/10e04c854e3d43.pdf;
21/03/2026;22/03/2026;TIR NATURE  PORT SUR SAÔNE à FLEUREY LES FAVERNEY;FLEUREY LES FAVERNEY;;;;;;;;;;;;;;;;;;;;;;;;;;;FLEUREY LES FAVERNEY;;;https://extranet.ffta.fr/medias/documents_epreuves/10e60fc172f2df.pdf;
21/03/2026;22/03/2026;NATURE VERN à VERN SUR SEICHE;VERN SUR SEICHE;;;;;;;;;;;;;;;;;;;;;;;;;;;VERN SUR SEICHE;;;https://extranet.ffta.fr/medias/documents_epreuves/10e32123b0cca4.pdf;
21/03/2026;21/03/2026;TROPHÉE DES MIIXTES à LA VRAIE CROIX;LA VRAIE CROIX;;;;;;;;;;;;;;;;;;;;;;;;;;;LA VRAIE CROIX;;;https://extranet.ffta.fr/medias/documents_epreuves/10e522e2c08d1c.pdf;
21/03/2026;21/03/2026;CONCOURS JEUNES ET U11 à TOUL;TOUL;;;;;;;;;;;;;;;;;;;;;;;;;;;TOUL;;;https://extranet.ffta.fr/medias/documents_epreuves/10e755a5cbb82b.pdf;
21/03/2026;21/03/2026;2E CHALLENGE DEBUTANTS DE GAYANT - MANCHE 2/3 à DOUAI;DOUAI;;;;;;;;;;;;;;;;;;;;;;;;;;;DOUAI;;;https://extranet.ffta.fr/medias/documents_epreuves/10e66e636369dc.pdf;
21/03/2026;22/03/2026;TIR Ô GÂTEAUX 2026 à JUSSY;JUSSY;;;;;;;;;;;;;;;;;;;;;;;;;;;JUSSY;;;https://extranet.ffta.fr/medias/documents_epreuves/10d290232c6beb.pdf;
21/03/2026;30/03/2026;PRIX AU CHOCOLAT à ANNET SUR MARNE;ANNET SUR MARNE;;;;;;;;;;;;;;;;;;;;;;;;;;;ANNET SUR MARNE;;;https://extranet.ffta.fr/medias/documents_epreuves/10e6b115a55122.pdf;
21/03/2026;22/03/2026;CONCOURS DES DEBUTANTS à SAINT BRICE SOUS FORET;ST BRICE SOUS FORET;;;;;;;;;;;;;;;;;;;;;;;;;;;ST BRICE SOUS FORET;;;https://extranet.ffta.fr/medias/documents_epreuves/10dc83836ae9ea.pdf;
21/03/2026;21/03/2026;TOURNOI POUSSIN à CAMBLANES ET MEYNAC;CAMBLANES ET MEYNAC;;;;;;;;;;;;;;;;;;;;;;;;;;;CAMBLANES ET MEYNAC;;;https://extranet.ffta.fr/medias/documents_epreuves/10e6a9552882d7.pdf;
21/03/2026;22/03/2026;3D MARS 2026 LENCLOITRE à LENCLOITRE;LENCLOITRE;;;;;;;;;;;;;;;;;;;;;;;;;;;LENCLOITRE;;;https://extranet.ffta.fr/medias/documents_epreuves/10e4c1e369a201.pdf;
21/03/2026;21/03/2026;TROPHÉE INTERCLUB ASQY à GUYANCOURT;GUYANCOURT;;;;;;;;;;;;;;;;;;;;;;;;;;;GUYANCOURT;;;https://extranet.ffta.fr/medias/documents_epreuves/10e287a1bdac0e.pdf;
21/03/2026;21/03/2026;CONCOURS DÉBUTANTS - TROIS LYS à PARIS 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://extranet.ffta.fr/medias/documents_epreuves/10e287a1bdac0e.pdf;
;;Détail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://extranet.ffta.fr/medias/documents_epreuves/10e287a1bdac0e.pdf;
21/03/2026;21/03/2026;CONCOURS JEUNES à RETHEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://extranet.ffta.fr/medias/documents_epreuves/10df4df2ec5a22.pdf;
22/03/2026;22/03/2026;CHAMPIONNAT INDIVIDUEL à OURCHES;OURCHES;;;;;;;;;;;;;;;;;;;;;;;;;;;OURCHES;;;https://extranet.ffta.fr/medias/documents_epreuves/10e53d25b3688c.pdf;
22/03/2026;22/03/2026;CONCOURS DEBUTANTS à LA VRAIE CROIX;LA VRAIE CROIX;;;;;;;;;;;;;;;;;;;;;;;;;;;LA VRAIE CROIX;;;https://extranet.ffta.fr/medias/documents_epreuves/10e646a13dadee.pdf;
22/03/2026;22/03/2026;TIR NATURE CHANTECOQ - DIMANCHE MATIN AU SINGEONS à CHANTECOQ - LES SINGEONS;CHANTECOQ;;;;;;;;;;;;;;;;;;;;;;;;;;;CHANTECOQ;;;https://extranet.ffta.fr/medias/documents_epreuves/10dcc364452f10.pdf;
22/03/2026;22/03/2026;GENTELLES TIR NATURE à GENTELLES;BOVES;;;;;;;;;;;;;;;;;;;;;;;;;;;BOVES;;;https://extranet.ffta.fr/medias/documents_epreuves/10e2d645680cb0.pdf;
22/03/2026;22/03/2026;TIR EN CAMPAGNE DE PRINTEMPS CD93 CD94 à ILE DE LOISIRS DE JABLINES;JABLINES;;;;;;;;;;;;;;;;;;;;;;;;;;;JABLINES;;;https://extranet.ffta.fr/medias/documents_epreuves/10df5981c233f4.pdf;
22/03/2026;22/03/2026;2X23 CIBLES à CASTELNAU DE MEDOC;MOULIS EN MEDOC;;;;;;;;;;;;;;;;;;;;;;;;;;;MOULIS EN MEDOC;;;https://extranet.ffta.fr/medias/documents_epreuves/10e6edb15d8361.pdf;
22/03/2026;22/03/2026;DART à CAMBLANES ET MEYNAC;CAMBLANES ET MEYNAC;;;;;;;;;;;;;;;;;;;;;;;;;;;CAMBLANES ET MEYNAC;;;https://extranet.ffta.fr/medias/documents_epreuves/10e6a92552aeba.pdf;
22/03/2026;22/03/2026;CONCOURS NATURE à GRAULHET;GRAULHET;;;;;;;;;;;;;;;;;;;;;;;;;;;GRAULHET;;;https://extranet.ffta.fr/medias/documents_epreuves/10e563c4e61e39.pdf;
22/03/2026;22/03/2026;CAMPAGNE MONTPITOL à MONTPITOL;MONTPITOL;;;;;;;;;;;;;;;;;;;;;;;;;;;MONTPITOL;;;https://extranet.ffta.fr/medias/documents_epreuves/10e70b53bf79ab.pdf;
22/03/2026;22/03/2026;NATURE ADV GARDANNE 2026 à GARDANNE;GARDANNE;;;;;;;;;;;;;;;;;;;;;;;;;;;GARDANNE;;;https://extranet.ffta.fr/medias/documents_epreuves/10dafed3f512ed.pdf;
;;Détail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://extranet.ffta.fr/medias/documents_epreuves/10dafed3f512ed.pdf;
27/03/2026;29/03/2026;TAE INTERNATIONAL + DRE 2 à SAINT DENIS;GARDANNE;;;;;;;;;;;;;;;;;;;;;;;;;;;GARDANNE;;;https://extranet.ffta.fr/medias/documents_epreuves/10dafed3f512ed.pdf;
